from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5795166;5961882;390;27298;107;68;25794;105;88;29216;122;91;29216;54;30561;48;30598;29
5795167;5961882;367;25664;108;68;26031;92;77;27607;116;80;27607;51;28947;45;28984;27
5795168;5961882;367;25664;107;68;25818;92;77;27608;116;80;27608;52;29508;46;29546;28
5795169;5961882;368;25745;107;68;25818;92;79;27702;116;82;27702;52;29731;46;29768;28
5795170;5961882;366;25594;107;68;25756;140;112;27554;135;118;28105;52;28287;46;26548;28
5795171;5961882;364;25512;107;68;25659;140;111;27472;135;117;28024;55;28588;49;26849;29
5795172;5961882;369;25847;113;71;25801;140;116;27807;137;122;28359;55;29031;49;27292;29
5795173;5961882;373;26075;113;71;25801;140;119;28035;139;125;28587;55;29122;49;27383;29
5795174;5961882;370;25885;113;71;25801;140;116;27845;137;122;28397;55;28756;49;27017;30
5795175;5961882;369;25822;113;71;25801;140;115;27782;137;121;28334;55;28892;49;27153;30
5795176;5961882;415;29038;110;70;25612;164;129;42761;167;129;37057;56;28416;50;26677;30
5797069;5961882;375;26245;105;67;26189;114;75;25700;119;105;27145;-1;-1;-1;-1;-1
5797070;5961882;393;27484;105;67;26189;108;91;29403;122;94;29403;51;29214;46;29251;28
5797071;5961882;394;27601;107;68;25794;108;92;29520;122;95;29520;54;30614;48;30651;29
5797072;5961882;368;25755;107;68;25794;92;79;27699;116;82;27699;53;30330;47;30368;29
5797073;5961882;364;25470;107;68;25794;92;75;27414;110;78;27414;51;30415;46;30452;28
5797074;5961882;362;25352;106;67;25549;86;73;27309;110;76;27309;51;29279;46;29317;28
5797075;5961882;365;25560;107;68;25756;92;76;27518;110;79;27518;52;29612;46;29650;28
5797076;5961882;361;25277;107;68;25659;134;108;27237;134;113;27788;53;28234;47;26495;29
5797077;5961882;363;25403;107;68;25659;134;109;27363;135;115;27915;55;28667;49;26928;29
5797078;5961882;368;25737;113;71;25801;140;114;27697;135;120;28249;55;29204;49;27465;29
5797079;5961882;366;25644;113;71;25801;140;113;27604;135;119;28156;55;29041;49;27302;29
5797080;5961882;367;25689;113;71;25801;140;114;27649;135;119;28201;55;28251;49;26512;30
5797081;5961882;367;25675;113;71;25801;140;113;27635;135;119;28187;55;28871;49;27132;30
5797082;5961882;364;25469;110;70;25612;144;127;42625;145;127;36920;56;28403;50;26664;30
5798974;5961882;355;24872;101;64;24758;99;55;24328;101;86;25772;44;25357;40;25395;23
5798975;5961882;398;27845;114;72;28011;110;96;29763;133;99;29763;52;29561;46;29598;29
5798976;5961882;398;27839;114;72;28011;110;96;29758;133;99;29758;51;29449;46;29486;28
5798977;5961882;398;27846;107;68;25794;110;96;29765;133;99;29765;53;30654;47;30691;29
5798978;5961882;361;25285;105;67;25218;92;76;27237;110;79;27237;53;30125;47;30162;29
5798979;5961882;359;25108;105;66;25108;89;73;27060;110;76;27060;54;30483;48;30521;29
5798980;5961882;359;25108;105;67;25227;89;73;27061;110;76;27061;52;29643;46;29681;28
5798981;5961882;363;25380;106;67;25527;92;77;27332;116;80;27332;53;30031;47;30068;29
5798982;5961882;359;25109;107;68;25659;129;105;27069;130;111;27620;53;28095;47;26356;29
5798983;5961882;357;24983;107;68;25659;129;103;26943;128;109;27495;54;28035;48;26296;28
5798984;5961882;357;24976;110;69;25069;127;106;27488;128;109;27488;54;28026;48;26287;28
5798985;5961882;362;25341;110;69;25069;134;109;27301;134;114;27853;54;27919;48;26180;29
5798986;5961882;360;25203;113;71;25801;129;107;27163;134;112;27715;54;28184;48;26445;29
5798987;5961882;364;25459;113;71;25801;134;110;27419;135;116;27971;55;28644;49;26905;30
5798988;5961882;358;25053;108;68;25078;137;123;26658;142;128;36986;55;27879;49;26140;30
5800879;5961882;348;24375;99;63;24420;83;55;23831;92;79;25276;45;25078;40;25116;24
5800880;5961882;352;24654;101;64;24754;89;59;24110;97;83;25555;44;25354;40;25391;23
5800881;5961882;401;28049;101;64;24754;113;99;29968;133;102;29968;52;24982;46;25019;29
5800882;5961882;360;25196;114;72;28011;108;95;28007;127;98;28007;55;32156;49;32193;29
5800883;5961882;360;25232;107;67;25540;113;95;28042;133;98;28042;55;31933;49;31971;29
5800884;5961882;359;25154;105;67;25217;92;74;27130;110;77;27130;52;29942;47;29979;28
5800885;5961882;356;24890;105;67;25206;84;71;26903;110;74;26903;52;29644;46;29682;28
5800886;5961882;353;24742;105;67;25203;86;73;27046;110;76;27046;52;29935;46;29973;28
5800887;5961882;355;24862;106;67;25527;92;77;27320;110;80;27320;52;30020;46;30057;28
5800888;5961882;347;24320;106;67;24316;116;97;26832;121;100;26832;53;27211;47;25472;28
5800889;5961882;353;24724;106;67;24316;124;103;27236;124;106;27236;54;27800;48;26061;28
5800890;5961882;354;24800;106;67;24440;124;104;27311;126;107;27311;54;27713;48;25974;28
5800891;5961882;357;25011;109;69;25012;129;104;26971;130;110;27522;54;27589;48;25851;28
5800892;5961882;356;24947;110;69;25069;127;106;27459;126;109;27459;54;28064;48;26325;29
5800893;5961882;359;25109;110;69;25069;129;105;27069;130;111;27620;54;28605;48;26866;29
5800894;5961882;357;24962;108;68;25078;136;122;26567;137;126;26286;55;27885;49;26146;30
5800895;5961882;353;24722;107;68;24909;134;118;26328;134;123;26046;55;27785;49;26046;29
5802783;5961882;347;24277;99;63;24170;79;54;23733;91;77;25178;45;25075;40;25113;24
5802784;5961882;345;24158;99;63;24170;76;52;23614;91;76;25058;45;25046;40;25083;24
5802785;5961882;349;24437;101;64;24741;85;56;23893;92;80;25337;45;24552;40;24589;24
5802786;5961882;362;25334;101;64;24754;116;97;28144;133;100;28144;55;24734;49;24771;29
5802787;5961882;359;25097;101;64;24754;108;93;27907;127;96;27907;55;31967;49;32005;29
5802788;5961882;356;24899;107;67;25550;108;91;27709;122;94;27709;55;31720;49;31758;29
5802789;5961882;356;24899;107;67;25550;108;91;27709;122;94;27709;53;30183;47;30220;29
5802790;5961882;357;24968;107;68;25600;92;75;27152;110;78;27152;53;29705;47;29743;29
5802791;5961882;350;24469;103;65;24629;89;73;26510;110;76;26510;52;29978;47;30016;28
5802792;5961882;353;24706;103;65;24628;92;77;26746;110;80;26746;53;30281;47;30318;29
5802793;5961882;344;24092;106;67;24316;108;94;26604;118;97;26604;53;27152;47;25413;28
5802794;5961882;349;24427;106;67;24316;116;98;26939;124;101;26939;54;27437;48;25698;28
5802795;5961882;349;24428;106;67;24440;116;98;26940;124;101;26940;54;27438;48;25699;28
5802796;5961882;351;24541;109;69;24999;116;100;27053;124;103;27053;54;27634;48;25895;28
5802797;5961882;356;24903;110;69;25054;124;105;27414;126;108;27414;54;27955;48;26216;28
5802798;5961882;358;25077;108;68;24726;129;105;27037;130;111;27589;54;27698;48;25959;29
5802799;5961882;349;24405;105;67;24491;129;114;26011;129;118;25729;54;27198;48;25459;29
5802800;5961882;348;24326;106;67;24589;129;113;25932;126;117;25650;54;27366;48;25627;29
5802801;5961882;353;24694;107;68;24759;134;118;26300;134;122;26018;54;27725;48;25986;29
5804689;5961882;344;24111;100;63;24076;72;52;23567;84;66;24415;46;24767;41;24804;24
5804690;5961882;342;23940;99;62;23851;71;49;23396;87;72;24841;45;24758;40;24796;24
5804691;5961882;345;24141;103;65;24061;83;57;23921;91;78;23739;43;24742;39;24779;22
5804692;5961882;348;24333;105;67;24151;89;59;24113;92;80;23931;46;25181;41;25219;24
5804693;5961882;359;25097;105;67;24151;108;93;27908;127;96;27908;54;32031;48;32068;29
5804694;5961882;352;24658;107;68;25728;108;87;27468;122;90;27468;54;31637;48;31674;29
5804695;5961882;351;24584;107;68;25728;108;86;27394;122;89;27394;53;30269;47;30307;29
5804696;5961882;347;24308;102;65;24350;84;72;26375;110;75;26375;54;30718;48;30756;28
5804697;5961882;346;24240;103;65;24388;84;70;26280;110;73;26280;53;30314;47;30352;28
5804698;5961882;354;24768;104;66;24986;92;78;26808;116;81;26808;53;30382;47;30419;29
5804699;5961882;341;23870;105;67;24074;108;90;26382;114;93;26382;53;26868;47;25129;28
5804700;5961882;340;23828;104;66;23941;108;90;26340;114;93;26340;53;26808;47;25069;28
5804701;5961882;344;24078;106;67;24425;108;93;26590;118;96;26590;53;27197;47;25459;28
5804702;5961882;345;24142;105;66;24075;108;94;26654;118;97;26654;54;27016;48;25277;28
5804703;5961882;347;24291;108;68;24726;116;96;26803;121;99;26803;54;27191;48;25452;29
5804704;5961882;349;24439;108;68;24726;116;98;26951;124;101;26951;54;27590;48;25851;29
5804705;5961882;345;24161;108;68;24726;126;110;25767;126;115;25485;54;27012;48;25273;29
5804706;5961882;345;24122;105;67;24485;126;110;25727;126;114;25446;54;27301;48;25563;29
5804707;5961882;349;24396;107;68;24759;129;114;26001;129;118;25720;54;27815;48;26076;29
5806593;5961882;345;24126;100;64;24169;67;52;23582;81;60;23977;46;24864;41;24901;24
5806594;5961882;339;23757;98;62;23762;69;47;23212;84;65;24336;45;24516;40;24554;24
5806595;5961882;339;23723;97;62;23660;71;46;23179;87;69;24623;44;24398;40;24436;23
5806596;5961882;342;23907;103;65;24061;76;53;23687;87;74;23505;43;24125;39;24162;22
5806597;5961882;347;24283;105;67;24151;85;59;24062;92;80;23880;47;25034;42;25072;25
5806598;5961882;351;24593;103;65;24119;96;56;24373;97;84;24191;46;25266;41;25304;25
5806599;5961882;350;24495;103;65;24421;108;85;27305;122;88;27305;54;31388;48;31425;28
5806600;5961882;347;24267;103;65;24421;100;82;27077;116;85;27077;54;31245;48;31282;28
5806601;5961882;344;24068;102;65;24350;86;73;26488;110;76;26488;53;30640;47;30677;28
5806602;5961882;348;24350;103;65;24585;84;72;26417;110;75;26417;53;30452;47;30490;28
5806603;5961882;350;24499;103;65;24628;92;74;26565;110;77;26565;53;26814;48;25075;28
5806604;5961882;341;23865;104;66;23793;108;90;26377;114;93;26377;52;26751;46;25012;27
5806605;5961882;336;23552;104;66;23793;108;86;26064;112;89;26064;53;26614;47;24875;28
5806606;5961882;339;23740;105;66;24067;108;88;26251;114;91;26251;53;26675;47;24936;27
5806607;5961882;342;23922;105;66;24073;108;91;26434;117;94;26434;53;27037;47;25298;28
5806608;5961882;346;24243;106;67;24291;113;96;26754;121;99;26754;53;27381;47;25642;28
5806609;5961882;351;24563;108;68;24726;119;100;27075;124;103;27075;54;27562;48;25823;29
5806610;5961882;340;23806;103;65;23836;120;105;25411;121;110;25130;53;26749;47;25010;28
5806611;5961882;342;23966;103;65;23836;125;108;25571;124;112;25290;53;27154;47;25415;28
5806612;5961882;346;24212;105;66;24050;128;119;25144;126;115;25536;53;27304;48;25565;28
5806613;5961882;369;25828;110;70;25783;158;137;33218;143;130;34539;56;28603;50;26864;31
5808496;5961882;345;24183;100;63;24165;67;55;23612;70;51;23612;47;24794;42;24831;25
5808497;5961882;349;24453;101;64;24476;72;56;23909;82;65;24329;47;25242;42;25279;25
5808498;5961882;348;24349;102;65;24345;74;55;23805;84;67;24450;47;25032;42;25069;25
5808499;5961882;336;23508;97;61;23624;71;48;23288;87;68;23106;45;24257;40;24294;23
5808500;5961882;340;23799;111;70;24413;76;52;23579;87;73;23397;46;23830;41;23867;25
5808501;5961882;352;24634;114;72;24567;99;57;24413;97;85;24231;47;25344;42;25381;25
5808502;5961882;352;24646;103;65;24119;99;57;24425;97;85;24244;47;25542;42;25579;25
5808503;5961882;351;24593;101;64;24023;108;86;27403;122;89;27403;47;31516;42;31554;25
5808504;5961882;347;24281;103;65;24421;100;82;27091;116;85;27091;54;31136;48;31173;28
5808505;5961882;341;23901;102;64;24071;92;76;26711;110;79;26711;53;30815;47;30852;28
5808506;5961882;340;23815;101;64;24002;92;76;26699;110;79;26699;53;26784;47;25045;28
5808507;5961882;337;23597;104;66;23847;108;84;25917;111;87;25917;54;26588;48;24849;28
5808508;5961882;334;23412;102;65;23560;95;81;25732;111;84;25732;52;26289;46;24550;27
5808509;5961882;334;23356;102;64;23453;100;83;25867;111;86;25867;52;26364;46;24625;27
5808510;5961882;338;23657;102;65;23563;108;87;26169;112;90;26169;53;26853;47;25114;28
5808511;5961882;336;23536;106;67;24291;108;86;26048;112;89;26048;53;27255;47;25516;28
5808512;5961882;340;23780;106;67;24291;120;105;25385;121;109;25103;53;27440;47;25701;28
5808513;5961882;337;23579;101;64;23560;116;105;25736;120;106;24903;52;26239;47;24500;28
5808514;5961882;336;23493;103;65;23836;116;104;25651;118;105;24817;52;26499;47;24760;28
5808515;5961882;340;23785;105;66;24050;120;105;25390;121;109;25109;53;26763;47;25024;28
5808516;5961882;343;24022;110;69;24595;126;108;25627;124;113;25346;54;27222;48;25483;29
5808517;5961882;349;24433;110;69;24595;127;113;25440;126;112;25832;54;27408;48;25669;29
5808518;5961882;355;24818;110;69;24595;128;119;25825;130;117;26217;56;28882;50;27143;31
5810399;5961882;342;23919;99;63;23862;69;51;23348;61;47;23348;45;24398;40;24435;24
5810400;5961882;344;24097;100;63;23992;71;54;23526;68;50;23526;47;24824;42;24862;25
5810401;5961882;352;24642;102;64;24553;74;59;24097;87;68;24517;47;25378;42;25416;25
5810402;5961882;331;23187;102;64;24553;68;50;23430;82;64;22785;47;23903;42;23941;25
5810403;5961882;332;23258;99;63;23581;68;50;23444;82;65;22856;44;24231;39;24268;23
5810404;5961882;341;23904;114;72;24567;76;53;23684;87;74;23502;45;23837;40;23874;23
5810405;5961882;353;24690;114;72;24567;99;58;24470;101;85;24288;47;25496;42;25534;25
5810406;5961882;354;24796;101;64;24023;99;59;24576;101;87;24394;47;25591;42;25629;25
5810407;5961882;357;24960;100;64;23840;99;61;24740;107;89;24558;53;27259;47;25520;28
5810408;5961882;346;24216;103;65;24015;95;81;27026;116;84;27026;53;26925;47;25186;28
5810409;5961882;337;23604;101;64;23876;86;73;25671;110;76;25671;53;26549;47;24810;27
5810410;5961882;334;23415;100;63;23589;84;70;25481;110;73;25481;52;26371;46;24632;27
5810411;5961882;338;23669;100;63;23610;108;85;25988;112;88;25988;52;26536;46;24797;27
5810412;5961882;330;23119;102;64;23486;92;77;25439;110;80;25439;52;26231;46;24492;27
5810413;5961882;328;22962;99;63;23057;92;77;25474;108;80;25474;52;26018;46;24280;27
5810414;5961882;330;23134;101;64;23375;92;80;25645;111;83;25645;52;26281;46;24542;27
5810415;5961882;336;23541;101;64;23375;108;86;26053;112;89;26053;52;26597;47;24858;28
5810416;5961882;332;23224;106;67;24291;112;100;25381;116;101;24547;52;26026;46;24287;27
5810417;5961882;331;23191;101;64;23560;112;99;25348;114;101;24515;52;26106;46;24367;27
5810418;5961882;335;23450;101;64;23560;116;103;25607;118;105;24773;53;26536;47;24797;28
5810419;5961882;343;23984;103;65;24010;125;108;25589;124;112;25308;53;26887;47;25148;28
5810420;5961882;346;24205;110;69;24595;127;115;25542;126;113;25934;54;27290;48;25551;29
5810421;5961882;349;24421;110;69;24595;127;113;25428;126;112;25820;54;27397;48;25658;29
5810422;5961882;352;24663;110;69;24595;128;116;25670;128;115;26062;54;28717;48;26978;30
5810423;5961882;372;26065;117;74;25799;149;134;44251;142;123;34063;54;28097;48;28097;30
5810457;5961882;365;25563;103;65;24828;87;75;26148;84;70;26444;46;27740;39;27779;24
5810458;5961882;361;25278;107;68;25359;85;73;26011;84;68;26307;46;28294;39;28333;24
5810462;5961882;358;25029;112;71;25390;76;67;25804;77;70;27951;49;29720;42;29759;26
5810463;5961882;357;25023;112;71;25314;70;64;25580;72;67;27728;49;29792;42;29831;26
5810464;5961882;358;25064;112;71;25346;70;66;25871;72;67;26016;50;30201;43;30240;27
5812300;5961882;336;23485;97;62;23464;65;45;22914;55;41;22914;45;24005;40;24043;24
5812301;5961882;339;23716;98;62;23667;67;48;23145;61;44;23145;45;24483;40;24520;24
5812302;5961882;343;24023;99;63;23808;71;53;23452;65;49;23452;45;24909;40;24947;24
5812303;5961882;331;23199;102;64;24553;72;58;24002;82;64;22797;44;25443;39;25480;23
5812304;5961882;328;22946;99;63;23581;71;54;23756;81;60;22544;44;23674;39;23711;23
5812305;5961882;329;22996;99;63;23581;71;55;23813;81;61;22594;43;23242;38;23279;22
5812306;5961882;330;23109;99;62;23361;71;59;22580;82;63;22707;45;24100;40;24137;24
5812307;5961882;332;23248;98;62;23258;77;66;22845;82;65;22845;45;23978;40;24015;24
5812308;5961882;337;23569;98;62;23485;94;83;24058;92;82;24058;48;25194;43;25231;25
5812309;5961882;337;23581;100;64;23840;96;71;23944;97;82;24071;53;27193;47;25454;28
5812310;5961882;340;23778;103;65;24100;99;74;24141;97;85;24268;53;26999;47;25260;28
5812311;5961882;336;23550;103;65;24076;86;72;25617;110;75;25617;52;26553;47;24814;27
5812312;5961882;332;23251;100;63;23477;84;69;25373;110;72;25373;52;26301;46;24562;27
5812313;5961882;330;23080;99;63;23265;84;72;25588;110;75;25588;52;26011;46;24273;27
5812314;5961882;329;23007;99;63;23238;86;73;25145;105;76;25145;52;26028;46;24289;27
5812315;5961882;324;22703;99;62;22902;89;75;25329;102;79;28811;51;25725;45;23986;27
5812316;5961882;327;22905;100;63;23118;92;78;25021;105;84;29103;51;26096;46;24357;27
5812317;5961882;331;23151;100;63;23118;100;82;25267;111;86;25267;51;26503;46;24764;27
5812318;5961882;330;23087;100;63;23118;112;98;25245;113;99;24411;51;25885;46;24146;27
5812319;5961882;328;22941;101;64;23560;106;96;25098;111;97;24264;51;26115;46;24376;27
5812320;5961882;340;23783;103;65;24010;120;105;25388;121;109;25107;53;26604;47;24865;28
5812321;5961882;340;23805;103;65;24010;120;105;25410;121;110;25129;54;26972;48;25233;28
5812322;5961882;343;24006;103;65;24010;122;105;24897;119;104;25289;54;27400;48;25661;28
5812323;5961882;347;24263;110;69;24595;124;109;25154;122;108;25546;54;26746;48;25007;28
5812324;5961882;353;24740;120;76;25553;128;118;25747;128;116;26139;54;28286;48;28286;30
5812325;5961882;372;26026;120;76;25553;149;136;33628;142;122;33132;54;28104;48;28104;30
5812353;5961882;337;23564;98;62;23407;68;55;24633;71;51;24633;43;26263;37;26302;22
5812354;5961882;340;23770;100;63;23704;69;54;24839;74;54;24839;44;26482;37;26521;23
5812355;5961882;347;24321;102;65;24283;73;62;25415;80;62;25415;45;26620;38;26659;23
5812356;5961882;346;24203;102;65;24279;70;60;25275;78;60;25275;44;27041;38;27080;23
5812358;5961882;369;25824;102;65;24557;96;89;26544;100;85;27380;45;27721;38;27760;23
5812359;5961882;366;25622;110;70;25098;94;86;26342;94;81;27179;47;27750;40;27789;25
5812360;5961882;361;25287;109;69;25149;91;81;26007;90;76;26843;47;28700;40;28739;25
5812361;5961882;359;25149;110;70;25379;88;77;25697;84;74;26705;47;28672;40;28711;25
5812362;5961882;356;24936;109;69;25048;82;70;25230;82;66;25449;47;29277;40;29316;25
5812363;5961882;355;24823;110;70;25037;78;68;25113;82;65;25336;48;29207;41;29246;25
5812364;5961882;354;24790;111;70;25022;75;63;25089;75;66;27237;48;29449;41;29488;26
5812365;5961882;356;24886;111;70;25027;75;65;25196;75;68;27344;48;29918;41;29957;26
5812366;5961882;354;24789;111;70;25149;71;67;32478;75;69;26112;51;30597;44;30636;27
5814173;5961882;406;28432;120;76;28648;99;78;28528;115;80;28528;63;35221;54;35248;35
5814174;5961882;416;29110;123;78;29269;103;88;29206;121;90;29206;63;35861;54;35888;35
5814175;5961882;417;29202;123;78;29269;103;89;29298;121;91;29298;63;34363;55;34390;35
5814176;5961882;386;27049;109;69;27307;132;117;31368;144;120;31368;60;32749;52;32775;33
5814201;5961882;333;23299;97;61;23323;63;42;22728;55;38;22728;45;24025;40;24062;23
5814202;5961882;336;23549;97;62;23506;65;46;22977;55;42;22977;45;23686;40;23723;24
5814203;5961882;343;24040;95;60;22896;71;53;23469;65;49;23469;44;24619;39;24657;23
5814204;5961882;328;22990;95;60;22896;71;57;22461;81;61;22588;44;23707;39;23744;23
5814205;5961882;325;22721;94;59;22523;67;53;22192;81;57;22319;43;23340;39;23378;22
5814206;5961882;325;22718;99;63;23463;67;53;22190;81;57;22316;43;23095;38;23132;22
5814207;5961882;327;22866;98;62;23258;69;55;22337;81;59;22463;44;23733;39;23770;23
5814208;5961882;329;23028;96;61;22941;71;58;22499;81;62;22626;45;23869;40;23907;24
5814209;5961882;335;23421;98;62;23485;94;81;23911;92;80;23911;47;25021;42;25059;25
5814210;5961882;334;23358;98;62;23485;94;80;23847;92;79;23847;47;25013;42;25051;25
5814211;5961882;337;23575;103;65;24100;94;83;24064;92;82;24064;53;27242;47;25503;28
5814212;5961882;338;23631;100;64;23726;89;74;25698;110;77;25698;53;26714;47;24975;27
5814213;5961882;333;23286;100;64;23726;89;74;25726;110;77;25726;52;26633;47;24894;27
5814214;5961882;328;22934;98;62;23033;84;71;25004;104;76;24612;51;25883;45;24144;27
5814215;5961882;326;22796;98;62;22932;84;69;24866;102;74;24474;51;25922;45;24183;26
5814216;5961882;322;22535;99;63;23220;86;73;24651;101;79;24259;52;25599;46;23860;27
5814217;5961882;322;22557;100;63;23118;86;73;24672;101;79;24280;51;25555;46;23816;27
5814218;5961882;323;22624;100;63;23118;86;74;24739;104;80;24347;51;26191;46;24452;27
5814219;5961882;327;22883;97;61;22528;101;95;25040;109;96;24207;51;25795;46;24056;27
5814220;5961882;324;22699;97;61;22528;100;92;24856;107;94;24023;51;25875;46;24136;27
5814221;5961882;344;24049;103;65;24010;126;109;25654;125;113;25373;51;26954;46;25215;27
5814222;5961882;344;24068;103;65;24010;126;109;25674;126;113;25392;54;27143;48;25404;28
5814223;5961882;340;23788;112;71;23807;119;102;24678;116;101;25070;54;26666;48;24927;28
5814224;5961882;339;23741;112;71;23807;119;102;24632;114;100;25024;53;26755;48;25016;29
5814225;5961882;372;26022;111;70;23824;149;136;33623;142;122;33127;54;28336;49;28336;30
5814226;5961882;368;25787;120;76;25553;147;133;33388;140;119;32892;54;28161;49;28161;30
5814227;5961882;364;25473;120;76;25553;139;128;33074;136;114;32578;54;28027;48;28027;30
5814253;5961882;329;23050;96;61;22818;69;56;24999;78;56;24999;43;26311;37;26350;22
5814254;5961882;332;23242;98;62;23407;85;70;25035;89;69;25331;43;26525;37;26564;22
5814255;5961882;331;23189;100;63;23768;83;69;24982;84;68;25278;44;26700;37;26739;23
5814256;5961882;350;24482;102;65;24291;77;64;25576;85;64;25576;46;27103;39;27142;24
5814257;5961882;356;24929;105;67;24892;86;70;26000;92;70;26000;46;27586;39;27625;24
5814258;5961882;352;24630;104;66;24625;81;66;25702;85;66;25702;45;27427;38;27466;23
5814259;5961882;355;24851;105;66;24758;82;69;25923;92;69;25923;45;27697;39;27736;24
5814260;5961882;366;25599;110;70;25098;93;85;26319;92;80;27155;47;30123;40;30162;25
5814261;5961882;362;25344;110;70;25098;92;82;26064;90;77;26900;48;28894;41;28933;25
5814262;5961882;360;25204;110;70;24860;85;74;25498;83;70;25717;47;28768;40;28807;25
5814263;5961882;358;25092;109;69;24746;84;72;25385;82;69;25604;47;29027;40;29066;25
5814264;5961882;352;24663;111;70;24918;77;66;24968;80;66;25442;48;29084;41;29123;25
5814265;5961882;349;24399;109;69;24725;73;63;24718;76;66;26866;48;29321;41;29360;25
