from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5785640;5967140;444;31076;138;87;31102;157;144;44157;181;150;44157;58;35405;52;35405;33
5785641;5967140;422;29561;137;87;29816;164;147;44362;186;142;39119;61;35616;54;35616;33
5785642;5967140;423;29641;137;87;29816;167;148;44480;186;144;39237;61;35017;54;33241;33
5785643;5967140;428;29934;146;92;31876;178;153;44773;186;148;39530;61;37574;54;35798;33
5787544;5967140;437;30587;135;86;30562;155;137;43667;168;140;43667;58;34979;51;34979;32
5787545;5967140;438;30656;135;86;30562;155;138;43736;168;141;43736;58;35266;51;35266;32
5787546;5967140;441;30882;135;86;30562;157;141;43962;181;147;43962;60;34044;53;32267;32
5787547;5967140;421;29447;137;87;29816;172;154;44861;185;149;39618;60;34435;53;32658;32
5787548;5967140;417;29222;137;87;29816;169;150;44589;182;145;39345;60;34556;54;32780;33
5787549;5967140;419;29356;137;87;29816;172;154;44881;184;149;39638;61;34799;54;33023;33
5787550;5967140;456;31939;146;92;31876;184;140;55246;191;148;48621;61;37373;54;35596;33
5789447;5967140;404;28312;126;80;28464;119;97;40900;130;100;40900;54;32790;48;32790;29
5789448;5967140;408;28593;126;80;28467;119;98;40921;130;101;40921;54;33155;48;33155;29
5789449;5967140;413;28941;126;80;29157;119;98;40981;130;101;40981;55;33580;49;33580;30
5789450;5967140;440;30823;126;80;29157;157;140;43904;181;146;43904;55;33899;49;33899;30
5789451;5967140;441;30862;135;86;30562;157;141;43942;181;147;43942;58;35226;51;35226;32
5789452;5967140;413;28883;135;86;30562;169;148;41456;175;143;36212;60;33943;53;32167;32
5789453;5967140;413;28920;137;87;29816;169;149;41492;175;144;36248;60;34120;53;32343;32
5789454;5967140;414;29007;137;87;29816;169;150;41579;177;155;45613;60;34384;53;32607;32
5789455;5967140;417;29183;146;92;31909;173;153;41755;182;148;36512;61;34604;54;32828;33
5789456;5967140;454;31778;146;92;31909;176;138;55085;191;146;48460;67;37283;60;35507;39
5791353;5967140;412;28858;124;79;28025;122;102;41260;137;105;41260;53;32380;47;32380;29
5791354;5967140;409;28626;125;79;28796;119;99;41028;137;102;41028;55;32971;48;32971;30
5791355;5967140;408;28572;125;79;28708;113;94;40689;130;97;40689;54;33152;48;33152;29
5791356;5967140;409;28634;125;79;28822;119;99;41037;137;102;41037;55;33777;49;33777;30
5791357;5967140;410;28721;126;80;29157;122;102;41105;137;105;41105;55;33891;49;33891;30
5791358;5967140;411;28772;126;80;29157;166;147;41344;172;142;36101;55;33437;49;31661;30
5791359;5967140;408;28575;126;80;29157;160;144;41147;165;149;45180;60;33761;53;31984;32
5791360;5967140;409;28629;137;87;29816;163;145;41201;167;140;35957;60;34129;53;32352;32
5791361;5967140;414;28982;146;92;31909;169;150;41554;175;145;36311;60;34483;53;32707;32
5791362;5967140;418;29293;146;92;31909;173;154;41866;184;149;36622;61;34791;54;33015;33
5791363;5967140;454;31773;146;92;31909;176;137;55080;191;145;48455;67;37179;60;35402;39
5793258;5967140;418;29244;128;81;29270;130;108;41646;143;111;41646;55;33644;49;33644;30
5793259;5967140;413;28944;128;81;29213;125;104;41346;137;107;41346;55;33484;48;33484;30
5793260;5967140;414;28978;127;80;28800;125;104;41380;137;107;41380;55;33448;48;33448;30
5793261;5967140;406;28445;124;79;28609;119;98;40825;130;101;40825;55;33229;48;33229;30
5793262;5967140;405;28340;124;79;28651;119;98;40823;130;101;40823;55;33654;49;33654;30
5793263;5967140;406;28388;124;79;28651;126;103;40406;137;106;40406;55;34760;49;34760;30
5793264;5967140;405;28319;123;78;28363;160;140;40891;161;145;44925;59;33382;53;31605;32
5793265;5967140;405;28360;123;78;28301;160;141;40932;163;146;44966;59;33714;53;31938;32
5793266;5967140;405;28369;129;81;28346;160;141;40941;163;146;44974;60;33911;53;32135;32
5793267;5967140;416;29143;129;81;28346;172;152;41715;180;147;36472;60;34706;53;32930;32
5793268;5967140;422;29541;146;92;31909;181;161;42113;186;153;36869;61;34932;54;33156;33
5793269;5967140;452;31638;143;91;31428;191;147;55761;191;155;49136;66;33745;59;31968;38
5793270;5967140;449;31458;143;91;31428;184;145;55581;191;153;48956;66;36633;59;34857;38
5795164;5967140;419;29319;128;81;29213;131;109;41721;143;112;41721;55;33768;49;33768;30
5795165;5967140;420;29400;128;81;29213;133;110;41802;143;113;41802;55;35545;49;35545;30
5795166;5967140;419;29331;124;78;28339;131;109;41732;143;112;41732;58;35394;52;35394;32
5795167;5967140;402;28119;124;79;28575;119;99;40124;137;102;40124;55;33780;49;33780;30
5795168;5967140;402;28120;123;78;28363;119;99;40124;137;102;40124;57;34341;50;34341;31
5795169;5967140;403;28201;123;78;28363;119;100;40219;137;103;40219;57;34564;50;34564;31
5795170;5967140;401;28049;123;78;28301;160;136;40622;158;139;40622;56;33120;50;31344;31
5795171;5967140;400;27968;123;78;28203;160;135;40540;158;138;40540;59;33421;53;31645;32
5795172;5967140;404;28303;129;81;28346;160;140;40875;161;145;44909;60;33864;53;32087;32
5795173;5967140;408;28531;129;81;28346;160;143;41104;163;148;45137;60;33955;53;32178;32
5795174;5967140;405;28341;129;81;28346;160;141;40913;161;145;44947;60;33589;53;31812;32
5795175;5967140;404;28278;129;81;28346;160;140;40850;161;144;44884;60;33725;53;31949;32
5795176;5967140;450;31494;126;80;28156;184;145;55617;191;153;48992;60;33249;54;31473;33
5797069;5967140;391;27349;121;77;27333;143;105;38619;149;133;40064;-1;-1;-1;-1;-1
5797070;5967140;422;29517;121;77;27333;133;112;41919;143;115;41919;56;34047;50;34047;31
5797071;5967140;423;29634;124;78;28339;133;114;42036;143;117;42036;58;35447;52;35447;32
5797072;5967140;403;28211;124;78;28339;119;100;40215;137;103;40215;58;35163;51;35163;32
5797073;5967140;399;27926;124;78;28339;119;96;39930;130;99;39930;56;35248;50;35248;30
5797074;5967140;397;27808;123;78;28093;113;95;39826;130;98;39826;56;34112;49;34112;30
5797075;5967140;400;28016;123;78;28301;119;98;40034;130;101;40034;56;34445;50;34445;31
5797076;5967140;396;27732;123;78;28203;155;132;40305;156;135;40305;57;33067;51;31291;32
5797077;5967140;398;27859;123;78;28203;155;134;40431;157;137;40431;59;33500;53;31723;32
5797078;5967140;403;28193;129;81;28346;160;138;40765;158;141;40765;60;34037;53;32260;32
5797079;5967140;401;28100;129;81;28346;160;137;40672;158;140;40672;60;33873;53;32097;32
5797080;5967140;402;28145;129;81;28346;160;138;40717;158;141;40717;60;33084;53;31308;32
5797081;5967140;402;28131;129;81;28346;160;138;40703;158;141;40703;60;33704;53;31928;32
5797082;5967140;399;27924;126;80;28156;163;143;55481;169;151;48856;60;33236;54;31459;33
5798974;5967140;371;25976;117;74;25902;130;86;37246;130;113;38691;48;30190;43;30190;26
5798975;5967140;427;29878;130;83;29906;136;117;42280;155;120;42280;56;34394;50;34394;31
5798976;5967140;427;29872;130;83;29906;136;117;42274;155;120;42274;56;34282;50;34282;31
5798977;5967140;427;29879;124;78;28339;136;117;42281;155;120;42281;58;35487;51;35487;32
5798978;5967140;396;27741;121;77;27762;119;97;39753;130;100;39753;58;34958;51;34958;32
5798979;5967140;394;27564;121;77;27652;116;95;39577;130;98;39577;58;35316;52;35316;32
5798980;5967140;394;27564;121;77;27771;116;95;39577;130;98;39577;56;34476;50;34476;31
5798981;5967140;398;27836;123;78;28071;119;99;39848;137;102;39848;57;34864;51;34864;32
5798982;5967140;394;27565;123;78;28203;151;129;40137;151;132;40137;57;32928;51;31151;32
5798983;5967140;392;27439;123;78;28203;151;128;40011;149;131;40011;59;32868;52;31092;31
5798984;5967140;392;27432;126;80;27613;148;128;40004;149;131;40004;59;32859;52;31083;31
5798985;5967140;397;27797;126;80;27613;155;133;40369;156;136;40369;59;32751;52;30975;31
5798986;5967140;395;27659;129;81;28346;151;131;40231;155;134;40231;59;33017;52;31241;31
5798987;5967140;399;27915;129;81;28346;155;134;40487;158;137;40487;60;33477;53;31700;32
5798988;5967140;393;27509;124;79;27622;158;144;55546;165;152;48921;59;32711;53;30935;32
5800879;5967140;364;25480;116;73;25565;114;86;36750;122;111;38195;49;29911;44;29911;26
5800880;5967140;368;25758;117;74;25898;120;90;37029;127;115;38474;48;30186;43;30186;26
5800881;5967140;430;30082;117;74;25898;138;120;42484;155;123;42484;56;29815;50;29815;31
5800882;5967140;395;27652;130;83;29906;133;116;40523;148;119;40523;60;36989;53;36989;32
5800883;5967140;396;27688;123;78;28085;137;117;40559;154;120;40559;59;36766;53;36766;32
5800884;5967140;394;27610;121;77;27762;119;96;39646;130;99;39646;57;34775;51;34775;31
5800885;5967140;391;27346;121;77;27750;111;92;39419;130;95;39419;57;34477;50;34477;31
5800886;5967140;389;27197;121;77;27748;113;95;39562;130;98;39562;57;34768;50;34768;31
5800887;5967140;390;27318;123;78;28071;119;98;39836;130;101;39836;57;34853;50;34853;31
5800888;5967140;383;26776;122;77;26861;140;118;39348;142;121;39348;57;32044;51;30267;31
5800889;5967140;388;27180;122;77;26861;146;124;39752;145;127;39752;58;32633;52;30856;31
5800890;5967140;389;27255;123;78;26984;146;125;39828;147;128;39828;59;32546;52;30769;31
5800891;5967140;392;27466;126;79;27557;151;128;40039;151;131;40039;58;32422;52;30646;31
5800892;5967140;391;27403;126;80;27613;148;127;39975;147;130;39975;59;32897;52;31120;31
5800893;5967140;394;27565;126;80;27613;151;129;40137;151;132;40137;59;33438;52;31661;31
5800894;5967140;392;27418;124;79;27622;156;146;39636;158;149;38802;59;32718;53;30941;32
5800895;5967140;388;27178;123;78;27454;154;142;39396;156;148;44436;59;32618;52;30841;32
5802783;5967140;363;25381;115;73;25315;109;84;36652;120;110;38096;49;29908;44;29908;26
5802784;5967140;361;25262;115;73;25315;106;83;36533;120;108;37977;49;29879;44;29879;26
5802785;5967140;365;25541;117;74;25886;115;87;36812;122;112;38256;49;29385;44;29385;26
5802786;5967140;397;27790;117;74;25898;140;118;40660;154;121;40660;60;29567;53;29567;32
5802787;5967140;394;27552;117;74;25898;133;115;40423;148;118;40423;59;36800;53;36800;32
5802788;5967140;391;27354;123;78;28094;133;112;40225;143;115;40225;59;36553;52;36553;32
5802789;5967140;391;27355;123;78;28094;133;112;40225;143;115;40225;57;35016;51;35016;31
5802790;5967140;392;27424;123;78;28145;119;96;39668;130;99;39668;57;34538;51;34538;31
5802791;5967140;385;26925;119;76;27173;116;95;39026;130;98;39026;57;34811;50;34811;31
5802792;5967140;388;27161;119;76;27173;119;98;39262;130;101;39262;57;35114;51;35114;31
5802793;5967140;379;26548;122;77;26861;133;115;39120;138;118;39120;57;31985;51;30209;31
5802794;5967140;384;26883;122;77;26861;140;120;39455;144;123;39455;58;32270;51;30494;31
5802795;5967140;384;26884;123;78;26984;140;120;39456;144;123;39456;58;32271;52;30495;31
5802796;5967140;386;26997;125;79;27544;140;121;39569;144;124;39569;58;32467;52;30691;31
5802797;5967140;391;27358;126;80;27598;146;126;39931;147;129;39931;59;32788;52;31012;31
5802798;5967140;393;27533;124;79;27270;151;129;40105;151;132;40105;59;32531;52;30754;31
5802799;5967140;384;26861;122;77;27035;148;138;39079;150;142;39079;58;32031;52;30255;31
5802800;5967140;383;26782;122;77;27133;148;137;39000;148;141;39000;58;32199;52;30423;32
5802801;5967140;388;27150;123;78;27303;154;142;39368;156;147;44408;59;32558;52;30782;32
5804689;5967140;360;25216;116;74;25221;102;82;36486;114;99;37334;50;29600;45;29600;27
5804690;5967140;358;25045;115;73;24996;102;80;36315;117;105;37760;50;29591;44;29591;26
5804691;5967140;361;25245;119;76;25206;114;87;36840;120;110;36658;48;29575;43;29575;25
5804692;5967140;363;25438;121;77;25296;120;90;37032;122;113;36850;50;30014;45;30014;27
5804693;5967140;394;27553;121;77;25296;133;115;40424;148;118;40424;59;36864;52;36864;32
5804694;5967140;387;27114;123;78;28273;133;109;39985;143;112;39985;59;36470;52;36470;32
5804695;5967140;386;27040;123;78;28273;133;107;39911;142;110;39911;58;35102;51;35102;32
5804696;5967140;382;26764;119;75;26894;111;93;38891;130;96;38891;58;35551;51;35551;31
5804697;5967140;381;26696;119;75;26933;111;92;38796;130;95;38796;57;35147;51;35147;31
5804698;5967140;389;27224;121;76;27531;119;99;39324;137;102;39324;58;35215;51;35215;31
5804699;5967140;376;26326;121;77;26618;133;112;38898;135;115;38898;58;31701;51;29925;31
5804700;5967140;375;26284;120;76;26486;133;111;38856;135;114;38856;57;31641;51;29865;30
5804701;5967140;379;26534;123;78;26969;133;115;39106;138;118;39106;58;32030;51;30254;31
5804702;5967140;380;26598;121;76;26620;133;116;39170;138;119;39170;58;31849;52;30073;31
5804703;5967140;382;26747;124;79;27270;140;118;39319;142;121;39319;58;32023;52;30247;31
5804704;5967140;384;26895;124;79;27270;140;120;39467;144;123;39467;58;32423;52;30646;31
5804705;5967140;380;26617;124;79;27270;145;134;38835;147;138;38835;58;31845;52;30069;31
5804706;5967140;380;26578;122;77;27029;145;134;38795;147;138;38795;58;32134;52;30358;31
5804707;5967140;384;26852;123;78;27303;148;138;39069;150;142;39069;59;32647;52;30871;32
5806593;5967140;360;25230;117;74;25314;98;82;36501;110;92;36896;50;29697;45;29697;27
5806594;5967140;355;24861;114;72;24907;100;77;36131;114;98;37254;50;29349;44;29349;26
5806595;5967140;355;24827;113;72;24805;102;76;36098;117;102;37542;49;29231;43;29231;26
5806596;5967140;357;25012;119;76;25206;106;84;36606;117;107;36424;48;28958;43;28958;25
5806597;5967140;363;25387;121;77;25296;115;89;36981;122;112;36799;52;29867;46;29867;28
5806598;5967140;367;25697;119;76;25263;126;86;37292;127;112;37110;51;30099;45;30099;27
5806599;5967140;385;26951;119;75;26966;133;106;39821;142;109;39821;59;36221;52;36221;31
5806600;5967140;382;26723;119;75;26966;126;103;39593;137;106;39593;58;36078;51;36078;31
5806601;5967140;379;26524;119;75;26894;113;95;39004;130;98;39004;58;35473;51;35473;31
5806602;5967140;383;26806;119;76;27129;111;94;38933;130;97;38933;58;35285;51;35285;31
5806603;5967140;385;26955;119;76;27173;119;96;39082;130;99;39082;58;31647;51;29870;31
5806604;5967140;376;26321;120;76;26337;133;112;38893;135;115;38893;57;31584;50;29807;30
5806605;5967140;372;26008;120;76;26337;133;107;38580;133;110;38580;57;31447;50;29670;30
5806606;5967140;374;26196;121;76;26611;133;110;38768;135;113;38768;57;31507;51;29731;30
5806607;5967140;377;26378;121;76;26617;133;112;38950;137;115;38950;57;31870;51;30093;30
5806608;5967140;381;26698;122;77;26836;137;117;39271;142;120;39271;57;32214;51;30438;30
5806609;5967140;386;27019;124;79;27270;142;122;39591;144;125;39591;58;32395;52;30618;31
5806610;5967140;375;26262;119;75;26380;139;129;38479;142;133;38479;57;31582;51;29805;31
5806611;5967140;377;26422;119;75;26380;143;132;38639;145;136;38639;57;31987;51;30211;31
5806612;5967140;381;26668;121;76;26594;146;136;38052;147;139;38886;58;32137;51;30361;31
5806613;5967140;404;28284;126;80;28328;174;157;57582;164;149;46782;61;33436;54;31659;33
5808496;5967140;361;25268;116;74;25309;97;87;36847;100;80;36531;51;29627;45;29627;27
5808497;5967140;365;25557;117;74;25620;103;87;36828;112;98;37248;51;30075;46;30075;28
5808498;5967140;364;25453;118;75;25490;104;85;36724;114;99;37369;51;29865;45;29865;27
5808499;5967140;352;24612;113;72;24769;102;78;36207;117;101;36025;49;29090;43;29090;26
5808500;5967140;356;24903;127;80;25558;106;82;36498;117;105;36316;51;28663;45;28663;27
5808501;5967140;368;25738;130;83;25712;130;87;37332;127;113;37150;51;30177;46;30177;28
5808502;5967140;368;25750;119;76;25263;130;87;37344;127;113;37162;51;30375;46;30375;28
5808503;5967140;386;27048;117;74;25167;133;108;39919;142;111;39919;51;36349;46;36349;28
5808504;5967140;382;26736;119;75;26966;126;103;39607;137;106;39607;58;35969;51;35969;31
5808505;5967140;377;26357;118;75;26615;119;98;39227;130;101;39227;57;35648;51;35648;30
5808506;5967140;375;26271;118;74;26546;119;98;39216;130;101;39216;57;31617;51;29840;30
5808507;5967140;372;26053;120;76;26392;133;105;38433;132;108;38433;58;31421;51;29644;31
5808508;5967140;370;25868;118;75;26104;122;102;38248;132;105;38248;57;31122;50;29345;30
5808509;5967140;369;25812;118;75;25998;126;104;38384;132;107;38384;57;31197;50;29420;30
5808510;5967140;373;26113;118;75;26108;133;109;38685;133;112;38685;57;31686;51;29910;30
5808511;5967140;371;25992;122;77;26836;133;107;38564;133;110;38564;57;32087;51;30311;30
5808512;5967140;375;26235;122;77;26836;139;129;38453;142;133;38453;57;32273;51;30497;30
5808513;5967140;372;26035;117;74;26105;137;126;38252;141;130;38252;57;31072;50;29295;31
5808514;5967140;371;25949;119;75;26380;137;125;38167;140;129;38167;57;31332;50;29555;31
5808515;5967140;375;26241;121;76;26594;139;129;38458;142;133;38458;58;31596;51;29819;31
5808516;5967140;378;26478;126;80;27140;145;132;38695;145;136;38695;58;32055;51;30279;31
5808517;5967140;384;26889;126;80;27140;145;130;38348;147;136;42987;58;32241;51;30464;31
5808518;5967140;390;27274;126;80;27140;146;136;38733;151;141;43372;61;33715;54;31938;33
5810399;5967140;357;25004;115;73;25007;99;83;36267;91;76;36267;50;29231;44;29231;26
5810400;5967140;360;25182;116;73;25137;101;86;36445;97;79;36445;52;29657;46;29657;28
5810401;5967140;368;25746;118;75;25698;104;90;37016;117;100;37436;52;30211;46;30211;28
5810402;5967140;347;24291;118;75;25698;99;80;36349;112;96;35704;52;28736;46;28736;28
5810403;5967140;348;24362;116;73;24726;99;80;36363;112;97;35775;48;29064;43;29064;25
5810404;5967140;357;25008;130;83;25712;106;84;36603;117;106;36421;49;28670;44;28670;26
5810405;5967140;368;25794;130;83;25712;130;88;37389;130;114;37207;51;30329;45;30329;28
5810406;5967140;370;25900;117;74;25167;130;89;37494;130;115;37312;52;30424;46;30424;28
5810407;5967140;372;26065;116;74;24985;130;92;37659;137;118;37477;58;32092;51;30316;30
5810408;5967140;381;26672;119;75;26559;122;102;39542;137;105;39542;57;31758;51;29981;30
5810409;5967140;372;26060;117;74;26420;113;94;38187;130;97;38187;57;31382;50;29606;30
5810410;5967140;370;25871;116;73;26134;111;92;37998;130;95;37998;57;31204;50;29428;30
5810411;5967140;373;26124;116;73;26154;133;106;38504;133;109;38504;57;31369;50;29592;30
5810412;5967140;365;25575;118;75;26031;119;98;37955;128;101;37955;57;31064;50;29288;30
5810413;5967140;363;25418;116;73;25601;119;99;37990;128;102;37990;56;30851;50;29075;30
5810414;5967140;366;25589;117;74;25919;119;101;38162;130;104;38162;57;31114;50;29337;30
5810415;5967140;371;25997;117;74;25919;133;107;38569;133;110;38569;57;31430;50;29654;30
5810416;5967140;367;25679;122;77;26836;135;121;37897;138;125;37897;56;30859;50;29083;30
5810417;5967140;366;25647;117;74;26105;135;121;37865;136;125;37865;56;30939;50;29162;30
5810418;5967140;370;25905;117;74;26105;137;124;38123;140;128;38123;57;31368;51;29592;31
5810419;5967140;378;26440;119;75;26554;143;132;38657;145;136;38657;58;31720;51;29943;31
5810420;5967140;381;26661;126;80;27140;145;132;38451;147;137;43089;58;32123;51;30346;31
5810421;5967140;384;26876;126;80;27140;145;130;38336;147;136;42974;58;32230;51;30453;31
5810422;5967140;387;27119;126;80;27140;146;134;38578;149;139;43216;58;33550;52;31773;33
5810423;5967140;415;29064;133;84;28807;169;150;57106;161;143;46307;58;32508;52;32508;33
5810457;5967140;464;32458;136;86;31670;108;94;39256;108;89;39256;54;32533;47;32273;28
5810458;5967140;462;32322;140;89;32473;106;92;39120;108;87;39120;54;33088;47;32828;28
5810462;5967140;463;32396;146;92;32599;96;86;38912;98;89;41533;57;34514;50;34254;30
5810463;5967140;463;32396;146;92;32523;91;83;38688;93;86;41310;57;34586;50;34326;30
5810464;5967140;463;32444;147;93;32629;89;84;45348;93;86;38829;58;34995;51;34735;31
5812300;5967140;351;24570;113;72;24609;96;78;35833;85;70;35833;50;28838;44;28838;26
5812301;5967140;354;24801;114;72;24812;97;81;36064;91;74;36064;50;29316;44;29316;26
5812302;5967140;359;25108;115;73;24953;101;85;36370;95;78;36370;50;29742;44;29742;26
5812303;5967140;347;24303;118;75;25698;103;88;36921;112;96;35716;48;30276;43;30276;25
5812304;5967140;344;24050;116;73;24726;101;85;36675;110;93;35462;48;28507;43;28507;25
5812305;5967140;344;24100;116;73;24726;101;85;36732;110;94;35513;47;28075;42;28075;25
5812306;5967140;346;24213;115;73;24506;101;89;35499;112;95;35626;49;28933;44;28933;26
5812307;5967140;348;24352;114;72;24403;107;93;35764;112;97;35764;49;28811;44;28811;26
5812308;5967140;352;24654;114;72;24630;123;110;36977;122;114;36977;52;30027;46;30027;28
5812309;5967140;352;24666;116;74;24985;125;102;36863;127;115;36990;58;32026;51;30249;30
5812310;5967140;355;24863;119;75;26644;129;104;37060;127;113;37186;58;31832;51;30056;30
5812311;5967140;372;26006;119;75;26620;113;94;38133;130;97;38133;57;31386;50;29609;30
5812312;5967140;367;25707;116;73;26021;111;90;37890;129;93;37890;56;31134;50;29358;30
5812313;5967140;365;25536;115;73;25809;111;93;38104;128;96;38104;56;30844;50;29068;30
5812314;5967140;364;25463;115;73;25783;113;94;37661;124;97;37661;56;30861;50;29085;30
5812315;5967140;359;25159;115;73;25446;116;97;37846;122;100;37846;55;30558;49;28782;29
5812316;5967140;362;25361;116;73;25663;119;99;37537;126;103;37537;56;30929;49;29152;30
5812317;5967140;366;25607;116;73;25663;126;103;37783;130;107;37783;56;31336;49;29559;30
5812318;5967140;365;25543;116;73;25663;135;119;37761;134;123;37761;56;30717;49;28941;30
5812319;5967140;363;25396;117;74;26105;130;117;37614;132;121;37614;56;30948;49;29171;30
5812320;5967140;375;26239;119;75;26554;139;129;38456;142;133;38456;58;31437;51;29660;31
5812321;5967140;375;26261;119;75;26554;139;129;38479;142;133;38479;58;31805;51;30029;31
5812322;5967140;378;26462;119;75;26554;140;123;37805;141;128;42444;58;32233;51;30456;31
5812323;5967140;382;26719;126;80;27140;142;126;38062;143;132;42700;58;31579;51;29802;31
5812324;5967140;389;27196;137;86;28562;146;135;38655;149;140;43294;58;32696;52;32696;33
5812325;5967140;415;29025;137;86;28562;169;151;57991;161;141;45375;58;32515;52;32515;33
5812353;5967140;434;30357;131;83;30249;92;76;36876;103;83;36568;51;31057;45;30797;26
5812354;5967140;437;30562;132;84;30547;94;79;37082;105;86;36774;52;31276;45;31016;27
5812355;5967140;444;31114;135;85;31125;98;87;37658;108;94;37350;53;31414;46;31154;27
5812356;5967140;443;30996;135;85;31121;96;85;37518;106;92;37210;53;31835;46;31575;27
5812358;5967140;473;33080;135;86;31399;117;108;39652;121;103;40193;53;32515;46;32255;27
5812359;5967140;470;32878;143;90;32129;114;104;48403;116;100;39991;55;32544;48;32284;29
5812360;5967140;465;32542;142;90;32300;111;100;39115;113;95;39656;55;33494;48;33234;29
5812361;5967140;463;32404;143;90;32529;108;96;38806;107;93;39517;55;33466;48;33206;29
5812362;5967140;461;32244;142;90;32198;102;89;38338;105;85;38261;55;34070;48;33811;29
5812363;5967140;459;32130;143;91;32227;98;87;38221;105;84;38148;56;34000;49;33741;29
5812364;5967140;459;32158;144;91;32231;95;82;38197;97;85;40818;56;34243;49;33983;30
5812365;5967140;461;32259;144;91;32236;95;84;38304;97;87;40926;57;34711;49;34451;30
5812366;5967140;460;32169;146;93;32432;90;80;45552;96;88;38924;60;35391;52;35131;32
5814173;5967140;395;27637;111;70;27669;130;112;41989;131;107;35315;54;32852;49;32789;34
5814174;5967140;405;28316;114;72;28289;136;116;42668;138;117;35994;55;33492;49;33430;35
5814175;5967140;406;28407;114;72;28289;136;117;42759;138;118;36086;58;39196;51;39185;34
5814176;5967140;384;26851;106;67;26974;152;128;32637;162;143;37061;55;37582;48;37570;32
5814201;5967140;348;24384;113;71;24467;93;75;35646;85;68;35646;49;28858;44;28858;26
5814202;5967140;352;24634;113;72;24650;96;79;35896;85;71;35896;50;28519;44;28519;26
5814203;5967140;359;25125;111;70;24041;101;85;36388;95;78;36388;48;29452;43;29452;26
5814204;5967140;344;24094;111;70;24041;101;87;35380;110;93;35507;48;28540;43;28540;26
5814205;5967140;340;23825;110;69;23668;98;84;35111;110;90;35238;48;28173;42;28173;25
5814206;5967140;340;23822;115;73;24608;98;84;35108;110;90;35235;47;27928;42;27928;25
5814207;5967140;342;23970;114;72;24403;100;86;35256;110;92;35382;49;28566;43;28566;26
5814208;5967140;345;24132;113;71;24086;101;88;35418;110;94;35545;49;28702;44;28702;26
5814209;5967140;350;24506;114;72;24630;123;108;36830;122;112;36830;52;29854;46;29854;28
5814210;5967140;349;24443;114;72;24630;122;107;36766;122;111;36766;51;29846;46;29846;28
5814211;5967140;352;24660;119;75;26644;123;111;36983;122;115;36983;58;32075;51;30299;30
5814212;5967140;373;26087;116;74;26270;116;95;38214;130;98;38214;57;31546;50;29770;30
5814213;5967140;368;25741;116;74;26270;116;95;38242;129;98;38242;57;31466;50;29690;30
5814214;5967140;363;25390;114;72;25578;111;92;37520;124;95;37520;56;30715;49;28939;29
5814215;5967140;361;25252;114;72;25476;111;90;37382;122;93;37382;55;30755;49;28978;29
5814216;5967140;357;24991;115;73;25764;113;94;37167;121;98;37167;56;30432;50;28656;30
5814217;5967140;357;25012;116;73;25663;113;94;37189;121;98;37189;56;30388;49;28611;30
5814218;5967140;358;25079;116;73;25663;113;95;37256;124;99;37256;56;31024;49;29247;30
5814219;5967140;362;25339;113;72;25073;125;116;37556;130;120;37556;56;30627;49;28851;30
5814220;5967140;359;25155;113;72;25073;124;114;37372;129;118;37372;56;30708;49;28931;30
5814221;5967140;379;26505;119;75;26554;145;133;38722;146;137;38722;56;31787;49;30010;30
5814222;5967140;379;26524;119;75;26554;145;133;38742;147;137;38742;58;31976;51;30200;31
5814223;5967140;375;26243;128;81;26351;137;119;37587;138;125;42225;58;31499;51;29723;31
5814224;5967140;374;26197;128;81;26351;137;119;37540;135;124;42179;58;31588;51;29812;32
5814225;5967140;415;29020;127;81;26369;169;151;57986;161;141;45370;59;32746;52;32746;32
5814226;5967140;411;28786;137;86;28562;166;148;57752;159;138;45136;59;32571;52;32571;32
5814227;5967140;407;28471;137;86;28562;158;143;57437;154;133;44821;58;32437;52;32437;33
5814253;5967140;426;29843;129;82;29660;94;81;37243;106;88;36935;51;31105;45;30845;27
5814254;5967140;429;30037;131;83;30249;108;89;38143;111;88;38143;51;31319;45;31059;26
5814255;5967140;428;29984;133;84;30610;106;88;38090;105;87;38090;52;31494;45;31234;27
5814256;5967140;447;31275;135;85;31133;102;90;37819;113;97;37511;54;31896;47;31636;28
5814257;5967140;453;31721;138;88;31734;110;96;38243;120;97;37921;54;32379;47;32119;28
5814258;5967140;449;31423;137;87;31467;106;91;37945;113;98;37637;53;32221;46;31961;28
5814259;5967140;452;31644;138;87;31600;108;94;38166;120;95;37844;53;32491;47;32231;28
5814260;5967140;469;32854;143;90;32129;113;105;39427;114;99;39968;55;34917;48;34657;29
5814261;5967140;466;32599;143;90;32129;112;100;48125;113;96;39712;56;33688;49;33428;30
5814262;5967140;464;32512;143;90;32010;106;93;38606;106;89;38529;55;33562;48;33302;29
5814263;5967140;463;32399;142;90;31896;105;91;38493;106;88;38416;55;33821;48;33561;29
5814264;5967140;457;31970;144;91;32085;96;84;47032;103;88;40697;56;33878;49;33618;30
5814265;5967140;454;31772;143;90;31933;92;78;46741;99;85;40448;56;34115;49;33855;30
5814266;5967140;454;31748;144;91;31923;96;84;47011;106;90;40797;57;34575;50;34315;30
5814267;5967140;455;31855;144;91;32001;91;79;45700;100;91;45700;61;36008;52;35748;32
